Outlet_ID,Brand,Outlet_Name,City,State,PIN_Code,Outlet_Format,Primary_Category,Opening_Date,Monthly_Orders,Monthly_Sales_INR,Avg_Order_Value_INR,Customer_Rating,Staff_Count,Delivery_Partners,Monthly_Rent_INR,Preferred_Payment,Service_Mode,Outlet_Status,Ownership_Type
OUT10604,Wendy'S,Wendy's - Mumbai 11,Mumbai,Maharashtra,400001.0,Food Court,Fried Chicken,2023-03-01,86.0,3520.0,40.93,4.4,24.0,31.0,85074.09,UPI,Drive-thru,Open,Company Owned
OUT10605,Wendy'S,Wendy's - Leh 32,Leh,Ladakh,793001.0,Food Court,Coffee & Snacks,2025-11-03,137.0,23709.48,173.06,3.7,13.0,24.0,60885.01,Card,Takeaway,Open,Company Owned
OUT10606,Mcdonald'S,McDonald's - Bhubaneswar 13,Bhubaneswar,Odisha,800001.0,Food Court,Tacos,2025-11-19,164.0,18909.82,115.3,2.8,28.0,20.0,144500.03,Wallet,Dine-in,Open,Company Owned
OUT10607,Wendy'S,Wendy's - Bhopal 17,Bhopal,Madhya Pradesh,462001.0,Drive-Thru,Burger,2023-10-09,272.0,18154.32,66.74,3.7,26.0,8.0,69281.44,Wallet,Delivery,Open,Company Owned
OUT10608,Taco Bell,Taco Bell - Mumbai 37,Mumbai,Maharashtra,400001.0,Drive-Thru,Fried Chicken,2023-09-12,142.0,24346.97,171.46,4.3,9.0,12.0,51736.44,Wallet,Drive-thru,Closed,Franchise
OUT10609,Mcdonald'S,McDonald's - Udaipur 21,Udaipur,Rajasthan,313001.0,Drive-Thru,Burger,2025-01-06,93.0,40549.93,436.02,3.5,18.0,8.0,131713.64,Wallet,Dine-in,Renovation,Company Owned
OUT10610,Taco Bell,Taco Bell - Kochi 29,Kochi,Kerala,682001.0,Standalone,Tacos,2024-05-19,95.0,24151.45,254.23,4.8,28.0,35.0,121983.48,UPI,Delivery,Open,Company Owned
OUT10611,Starbucks,Starbucks - Mysuru 35,Mysuru,Karnataka,570001.0,Food Court,Fried Chicken,2025-05-01,256.0,16154.34,63.1,4.8,20.0,27.0,141185.06,Card,Drive-thru,Closed,Company Owned
OUT10612,Pizza Hut,Pizza Hut - Kolkata 6,Kolkata,West Bengal,700091.0,High Street,Tacos,2025-05-25,750.0,250000.0,335.09,4.0,11.0,19.0,72341.45,UPI,Delivery,Open,Company Owned
OUT10613,Wendy'S,Wendy's - Hyderabad 36,Hyderabad,Telangana,500001.0,Drive-Thru,Burger,2024-10-02,148.0,25399.13,171.62,4.4,6.0,33.0,130296.6,UPI,Dine-in,Renovation,Company Owned
OUT10614,Starbucks,Starbucks - Udaipur 17,Udaipur,Rajasthan,302001.0,Drive-Thru,Tacos,2024-01-09,94.0,7900.31,84.05,4.6,5.0,20.0,122984.31,UPI,Delivery,Closed,Company Owned
OUT10615,Kfc,KFC - Jammu 2,Jammu,Jammu And Kashmir,799001.0,Drive-Thru,Coffee & Snacks,2025-05-31,170.0,11021.71,64.83,5.0,16.0,3.0,77355.38,Cash,Takeaway,Renovation,Franchise
OUT10616,Kfc,KFC - Leh 11,Leh,Ladakh,396210.0,Mall,Fried Chicken,2023-08-19,102.0,22906.96,224.58,4.2,5.0,12.0,12000.0,UPI,Delivery,Closed,Franchise
OUT10617,Burger King,Burger King - Vijayawada 33,Vijayawada,Andhra Pradesh,799001.0,High Street,Coffee & Snacks,2025-02-11,184.0,15770.42,85.71,4.5,27.0,12.0,124049.31,Cash,Delivery,Open,Company Owned
OUT10618,Burger King,Burger King - Chandigarh 32,Chandigarh,Chandigarh,248001.0,Standalone,Burger,2023-10-30,169.0,26286.75,155.54,4.6,25.0,25.0,76980.54,Wallet,Drive-thru,Closed,Company Owned
OUT10619,Taco Bell,Taco Bell - Chandigarh 15,Chandigarh,Chandigarh,796001.0,High Street,Burger,2025-07-17,160.0,12103.22,75.65,3.8,14.0,32.0,67665.41,UPI,Dine-in,Open,Company Owned
OUT10620,Domino'S,Domino's - Agartala 3,Agartala,Tripura,799001.0,High Street,Tacos,2025-10-10,122.0,26520.29,217.38,4.9,26.0,9.0,56319.52,Cash,Delivery,Renovation,Company Owned
OUT10621,Kfc,KFC - Udaipur 12,Udaipur,Rajasthan,313001.0,Mall,Pizza,2024-02-04,151.0,17963.98,118.97,3.7,6.0,4.0,64045.42,UPI,Dine-in,Open,Company Owned
OUT10622,Burger King,Burger King - Thane 36,Thane,Maharashtra,400001.0,Food Court,Tacos,2024-03-23,183.0,25327.24,138.4,3.5,23.0,7.0,12000.0,Wallet,Takeaway,Renovation,Company Owned
OUT10623,Mcdonald'S,McDonald's - Ahmedabad 24,Ahmedabad,Gujarat,380001.0,Mall,Sandwich,2025-12-04,124.0,6963.02,56.15,4.4,30.0,4.0,124956.87,Cash,Drive-thru,Open,Company Owned
OUT10624,Domino'S,Domino's - Kavaratti 32,Kavaratti,Lakshadweep,797001.0,Drive-Thru,Coffee & Snacks,2023-01-25,75.0,24161.34,322.15,4.5,16.0,17.0,112056.17,Card,Takeaway,Renovation,Franchise
OUT10625,Burger King,Burger King - Daman 40,Daman,Dadra And Nagar Haveli And Daman And Diu,751001.0,Mall,Donuts,2023-10-21,85.0,13788.57,162.22,4.3,26.0,26.0,92755.07,Cash,Drive-thru,Open,Franchise
OUT10626,Mcdonald'S,McDonald's - Jaipur 32,Jaipur,Rajasthan,302001.0,Drive-Thru,Donuts,2024-07-04,49.0,21610.26,441.03,4.5,5.0,3.0,104862.4,UPI,Takeaway,Open,Franchise
OUT10627,Domino'S,Domino's - Ludhiana 12,Ludhiana,Punjab,143001.0,Standalone,Donuts,2025-07-02,174.0,16662.75,95.76,4.5,18.0,26.0,80412.0,Wallet,Dine-in,Open,Company Owned
OUT10628,Kfc,KFC - Dehradun 33,Dehradun,Uttarakhand,396210.0,Standalone,Burger,2024-03-09,123.0,31631.86,257.17,5.0,10.0,23.0,84814.74,Wallet,Delivery,Renovation,Franchise
OUT10629,Mcdonald'S,McDonald's - Coimbatore 33,Coimbatore,Tamil Nadu,600001.0,Mall,Sandwich,2024-12-10,140.0,14195.83,101.4,3.9,16.0,14.0,141067.33,Cash,Takeaway,Open,Franchise
OUT10630,Mcdonald'S,McDonald's - Thiruvananthapuram 19,Thiruvananthapuram,Kerala,793001.0,Standalone,Donuts,2023-10-11,167.0,10035.0,60.09,2.8,13.0,12.0,158478.54,Wallet,Delivery,Open,Company Owned
OUT10631,Starbucks,Starbucks - Thane 24,Thane,Maharashtra,422001.0,High Street,Coffee & Snacks,2024-02-23,113.0,5374.9,47.57,4.4,29.0,9.0,80021.93,Card,Dine-in,Open,Company Owned
OUT10632,Mcdonald'S,McDonald's - Indore 17,Indore,Madhya Pradesh,396210.0,Mall,Pizza,2024-08-26,181.0,21479.04,118.67,3.4,23.0,35.0,53374.11,Card,Drive-thru,Closed,Company Owned
OUT10633,Kfc,KFC - Coimbatore 10,Coimbatore,Tamil Nadu,600001.0,High Street,Fried Chicken,2023-05-13,158.0,7495.88,47.44,4.1,30.0,31.0,120369.58,Cash,Takeaway,Closed,Company Owned
OUT10634,Burger King,Burger King - Kavaratti 25,Kavaratti,Lakshadweep,462001.0,Mall,Donuts,2025-12-18,184.0,17996.09,97.8,2.9,29.0,12.0,73559.39,Cash,Drive-thru,Open,Company Owned
OUT10635,Taco Bell,Taco Bell - Bengaluru 40,Bengaluru,Karnataka,570001.0,Drive-Thru,Coffee & Snacks,2023-09-12,166.0,26761.43,161.21,3.1,12.0,33.0,101878.6,Cash,Drive-thru,Open,Company Owned
OUT10636,Subway,Subway - Ludhiana 32,Ludhiana,Punjab,143001.0,Mall,Fried Chicken,2024-09-05,194.0,28624.12,147.55,4.0,28.0,32.0,81143.71,Cash,Takeaway,Closed,Franchise
OUT10637,Dunkin',Dunkin' - Nashik 16,Nashik,Maharashtra,422001.0,High Street,Sandwich,2023-06-07,177.0,25753.64,145.5,3.2,28.0,4.0,20622.85,UPI,Delivery,Open,Company Owned
OUT10638,Mcdonald'S,McDonald's - Faridabad 34,Faridabad,Haryana,682001.0,Drive-Thru,Burger,2024-02-07,189.0,16941.09,89.64,4.3,23.0,23.0,103850.74,Cash,Delivery,Open,Company Owned
OUT10639,Dunkin',Dunkin' - Noida 25,Noida,Uttar Pradesh,221001.0,Standalone,Pizza,2024-08-31,146.0,31171.53,213.5,4.1,19.0,24.0,80298.72,Cash,Drive-thru,Open,Company Owned
OUT10640,Pizza Hut,Pizza Hut - Leh 40,Leh,Ladakh,797001.0,High Street,Sandwich,2025-11-22,148.0,2435.89,16.46,4.2,14.0,6.0,72916.23,Wallet,Dine-in,Closed,Company Owned
OUT10641,Taco Bell,Taco Bell - Pune 8,Pune,Maharashtra,400001.0,Mall,Donuts,2023-08-20,160.0,19756.75,123.48,3.3,22.0,10.0,126481.25,Cash,Dine-in,Open,Franchise
OUT10642,Taco Bell,Taco Bell - Srinagar 25,Srinagar,Jammu And Kashmir,795001.0,Standalone,Fried Chicken,2023-11-29,600.0,500000.0,147.07,3.9,22.0,15.0,64104.85,Card,Delivery,Closed,Company Owned
OUT10643,Burger King,Burger King - Bengaluru 22,Bengaluru,Karnataka,560001.0,Mall,Coffee & Snacks,2024-06-15,227.0,15722.12,69.26,4.3,20.0,28.0,49084.71,UPI,Dine-in,Renovation,Franchise
OUT10644,Mcdonald'S,McDonald's - Thane 22,Thane,Maharashtra,400001.0,Mall,Pizza,2025-04-03,222.0,31184.11,140.47,4.3,8.0,20.0,73475.46,Card,Takeaway,Open,Franchise
OUT10645,Starbucks,Starbucks - Shimla 34,Shimla,Himachal Pradesh,793001.0,Mall,Donuts,2025-02-10,173.0,8828.18,51.03,3.0,14.0,27.0,114652.78,UPI,Dine-in,Open,Company Owned
OUT10646,Dunkin',Dunkin' - Raipur 3,Raipur,Chhattisgarh,795001.0,Food Court,Fried Chicken,2023-07-31,207.0,18386.91,88.83,3.3,4.0,29.0,90175.47,UPI,Dine-in,Renovation,Company Owned
OUT10647,Dunkin',Dunkin' - Noida 33,Noida,Uttar Pradesh,201301.0,Standalone,Sandwich,2025-10-03,135.0,34002.24,251.87,3.7,5.0,10.0,67279.07,Wallet,Drive-thru,Open,Franchise
OUT10648,Wendy'S,Wendy's - Coimbatore 11,Coimbatore,Tamil Nadu,600001.0,High Street,Burger,2024-10-19,187.0,18042.25,96.48,3.5,27.0,6.0,61978.41,Wallet,Takeaway,Open,Company Owned
OUT10649,Subway,Subway - Guwahati 30,Guwahati,Assam,799001.0,Food Court,Fried Chicken,2023-04-02,176.0,25882.69,147.06,4.4,10.0,30.0,98411.33,Card,Delivery,Closed,Company Owned
OUT10650,Kfc,KFC - Thiruvananthapuram 25,Thiruvananthapuram,Kerala,797001.0,Food Court,Burger,2023-10-23,172.0,6387.77,37.14,5.0,25.0,21.0,28718.0,Card,Takeaway,Renovation,Franchise
OUT10651,Dunkin',Dunkin' - Aizawl 29,Aizawl,Mizoram,793001.0,Food Court,Fried Chicken,2025-06-21,182.0,32512.69,178.64,3.6,26.0,9.0,57549.98,Wallet,Takeaway,Renovation,Franchise
OUT10652,Kfc,KFC - Agartala 28,Agartala,Tripura,793001.0,High Street,Donuts,2023-07-19,71.0,18083.63,254.7,4.1,19.0,30.0,149903.06,Wallet,Drive-thru,Closed,Franchise
OUT10653,Wendy'S,Wendy's - Kavaratti 26,Kavaratti,Lakshadweep,396210.0,Food Court,Pizza,2025-05-20,223.0,12058.39,54.07,4.3,15.0,27.0,133318.25,UPI,Dine-in,Closed,Company Owned
OUT10654,Mcdonald'S,McDonald's - Raipur 35,Raipur,Chhattisgarh,462001.0,High Street,Coffee & Snacks,2025-11-06,263.0,21608.35,82.16,4.3,18.0,32.0,71596.37,Card,Delivery,Open,Franchise
OUT10655,Wendy'S,Wendy's - Thane 35,Thane,Maharashtra,411001.0,Standalone,Burger,2023-08-09,88.0,25974.81,295.17,4.1,15.0,7.0,116860.89,Cash,Drive-thru,Open,Franchise
OUT10656,Pizza Hut,Pizza Hut - Coimbatore 23,Coimbatore,Tamil Nadu,641001.0,Drive-Thru,Sandwich,2025-03-10,154.0,9502.72,61.71,3.8,21.0,11.0,145286.14,UPI,Takeaway,Open,Company Owned
OUT10657,Kfc,KFC - Aizawl 29,Aizawl,Mizoram,737101.0,High Street,Sandwich,2024-12-03,38.0,21044.53,553.8,3.6,18.0,11.0,122324.0,Wallet,Drive-thru,Closed,Company Owned
OUT10658,Wendy'S,Wendy's - New Delhi 27,New Delhi,Delhi,110001.0,Food Court,Coffee & Snacks,2025-09-13,120.0,23514.32,195.95,3.8,19.0,30.0,93275.19,Wallet,Drive-thru,Open,Franchise
OUT10659,Domino'S,Domino's - Kochi 26,Kochi,Kerala,799001.0,Standalone,Fried Chicken,2025-11-27,91.0,13287.17,146.01,3.9,4.0,13.0,138407.95,UPI,Takeaway,Renovation,Company Owned
OUT10660,Taco Bell,Taco Bell - Varanasi 10,Varanasi,Uttar Pradesh,221001.0,High Street,Pizza,2025-01-08,125.0,6657.71,53.26,4.4,22.0,24.0,135434.49,Wallet,Drive-thru,Closed,Company Owned
OUT10661,Starbucks,Starbucks - Mysuru 8,Mysuru,Karnataka,560001.0,High Street,Burger,2024-03-25,132.0,19681.56,149.1,4.2,13.0,20.0,34076.98,Cash,Delivery,Renovation,Franchise
OUT10662,Kfc,KFC - Kohima 39,Kohima,Nagaland,800001.0,Drive-Thru,Fried Chicken,2024-05-30,129.0,18098.07,140.3,4.8,7.0,8.0,109659.8,Card,Delivery,Open,Franchise
OUT10663,Wendy'S,Wendy's - Coimbatore 15,Coimbatore,Tamil Nadu,641001.0,Food Court,Fried Chicken,2025-05-30,229.0,20482.47,89.44,4.8,16.0,27.0,102916.59,Card,Dine-in,Open,Franchise
OUT10664,Subway,Subway - Jaipur 4,Jaipur,Rajasthan,302001.0,Standalone,Fried Chicken,2023-03-31,111.0,21282.26,191.73,4.1,29.0,15.0,106449.24,Card,Takeaway,Closed,Company Owned
OUT10665,Mcdonald'S,McDonald's - Pune 20,Pune,Maharashtra,422001.0,Standalone,Coffee & Snacks,2023-04-01,287.0,31199.04,108.71,5.0,27.0,26.0,79813.03,UPI,Delivery,Open,Franchise
OUT10666,Domino'S,Domino's - Ranchi 5,Ranchi,Jharkhand,403001.0,Standalone,Donuts,2024-04-03,23.0,29411.39,1278.76,4.4,29.0,15.0,12000.0,Wallet,Drive-thru,Open,Franchise
OUT10667,Burger King,Burger King - Hyderabad 35,Hyderabad,Telangana,500032.0,Food Court,Donuts,2025-06-11,200.0,18715.42,93.58,3.7,10.0,14.0,126985.23,Card,Takeaway,Open,Franchise
OUT10668,Domino'S,Domino's - Indore 2,Indore,Madhya Pradesh,799001.0,High Street,Sandwich,2023-08-07,67.0,26377.16,393.69,4.5,13.0,23.0,94897.37,Card,Dine-in,Closed,Franchise
OUT10669,Pizza Hut,Pizza Hut - Mysuru 28,Mysuru,Karnataka,560001.0,Food Court,Sandwich,2025-06-24,147.0,17759.24,120.81,4.0,6.0,34.0,107869.36,Wallet,Delivery,Open,Franchise
OUT10670,Taco Bell,Taco Bell - Faridabad 18,Faridabad,Haryana,751001.0,Drive-Thru,Pizza,2025-04-24,187.0,18123.47,96.92,4.9,16.0,17.0,80098.21,Cash,Takeaway,Open,Franchise
OUT10671,Mcdonald'S,McDonald's - Kochi 18,Kochi,Kerala,793001.0,Drive-Thru,Tacos,2025-07-15,152.0,14554.38,95.75,4.6,7.0,11.0,62976.59,Cash,Takeaway,Closed,Franchise
OUT10672,Taco Bell,Taco Bell - Leh 31,Leh,Ladakh,462001.0,Drive-Thru,Donuts,2023-03-17,126.0,19754.16,156.78,4.0,13.0,16.0,150894.19,Cash,Takeaway,Open,Franchise
OUT10673,Wendy'S,Wendy's - Noida 26,Noida,Uttar Pradesh,201301.0,Food Court,Pizza,2025-03-03,121.0,23999.64,198.34,4.0,14.0,15.0,127450.55,UPI,Dine-in,Open,Company Owned
OUT10674,Taco Bell,Taco Bell - Bhopal 4,Bhopal,Madhya Pradesh,744101.0,Food Court,Pizza,2025-03-06,103.0,7271.61,70.6,2.5,24.0,17.0,35432.69,Cash,Dine-in,Renovation,Company Owned
OUT10675,Pizza Hut,Pizza Hut - Amritsar 32,Amritsar,Punjab,141001.0,High Street,Donuts,2024-07-02,202.0,30485.6,150.92,4.5,16.0,5.0,84034.35,Cash,Takeaway,Open,Franchise
OUT10676,Domino'S,Domino's - Agartala 21,Agartala,Tripura,799001.0,Standalone,Fried Chicken,2024-06-14,126.0,24368.28,193.4,3.7,25.0,9.0,102779.38,Wallet,Delivery,Closed,Franchise
OUT10677,Starbucks,Starbucks - Raipur 15,Raipur,Chhattisgarh,799001.0,Drive-Thru,Burger,2025-10-21,160.0,8906.86,55.67,4.9,23.0,22.0,83646.87,Cash,Dine-in,Renovation,Franchise
OUT10678,Wendy'S,Wendy's - Ahmedabad 24,Ahmedabad,Gujarat,380001.0,High Street,Sandwich,2024-09-19,114.0,19033.55,166.96,3.9,26.0,19.0,65590.42,Cash,Delivery,Open,Company Owned
OUT10679,Mcdonald'S,McDonald's - Srinagar 9,Srinagar,Jammu And Kashmir,171001.0,Standalone,Burger,2023-02-06,96.0,21661.47,225.64,4.3,22.0,23.0,61413.37,UPI,Drive-thru,Open,Company Owned
OUT10680,Kfc,KFC - Kavaratti 39,Kavaratti,Lakshadweep,403001.0,Standalone,Coffee & Snacks,2023-12-07,196.0,16282.56,83.07,3.8,5.0,13.0,106817.91,UPI,Takeaway,Open,Franchise
OUT10681,Burger King,Burger King - Kochi 16,Kochi,Kerala,462001.0,Mall,Sandwich,2025-05-21,88.0,21675.09,246.31,4.2,19.0,35.0,124580.46,Cash,Drive-thru,Closed,Company Owned
OUT10682,Subway,Subway - Thane 37,Thane,Maharashtra,440001.0,High Street,Pizza,2025-06-26,220.0,33165.97,150.75,4.5,20.0,25.0,48877.28,Wallet,Takeaway,Open,Company Owned
OUT10683,Taco Bell,Taco Bell - Panaji 18,Panaji,Goa,800001.0,Drive-Thru,Fried Chicken,2024-09-23,75.0,23213.16,309.51,3.7,17.0,4.0,79836.6,Wallet,Delivery,Renovation,Franchise
OUT10684,Wendy'S,Wendy's - Imphal 39,Imphal,Manipur,781001.0,Drive-Thru,Tacos,2025-11-15,212.0,24040.2,113.4,4.9,10.0,16.0,97447.55,Card,Takeaway,Closed,Company Owned
OUT10685,Starbucks,Starbucks - Visakhapatnam 21,Visakhapatnam,Andhra Pradesh,737101.0,High Street,Donuts,2025-02-18,187.0,4904.21,26.23,4.2,23.0,28.0,100038.74,UPI,Delivery,Open,Franchise
OUT10686,Subway,Subway - Noida 15,Noida,Uttar Pradesh,221001.0,Mall,Pizza,2023-08-23,135.0,14567.5,107.91,4.2,9.0,35.0,25030.61,Wallet,Delivery,Open,Company Owned
OUT10687,Wendy'S,Wendy's - Kochi 17,Kochi,Kerala,403001.0,Standalone,Sandwich,2024-10-22,111.0,32138.39,289.54,3.8,27.0,4.0,109125.44,UPI,Delivery,Open,Franchise
OUT10688,Pizza Hut,Pizza Hut - Surat 32,Surat,Gujarat,380001.0,High Street,Burger,2025-09-18,151.0,3069.22,20.33,4.6,17.0,26.0,87080.57,UPI,Drive-thru,Open,Company Owned
OUT10689,Subway,Subway - Imphal 7,Imphal,Manipur,248001.0,Food Court,Donuts,2024-03-04,185.0,25494.05,137.81,3.8,24.0,25.0,90118.89,Cash,Drive-thru,Closed,Franchise
OUT10690,Domino'S,Domino's - Shimla 27,Shimla,Himachal Pradesh,800001.0,Mall,Donuts,2025-10-13,152.0,29283.33,192.65,5.0,9.0,22.0,119039.23,Wallet,Takeaway,Open,Franchise
OUT10691,Starbucks,Starbucks - New Delhi 23,New Delhi,Delhi,110001.0,Standalone,Fried Chicken,2024-12-10,99.0,14760.28,149.09,4.0,17.0,33.0,65914.75,UPI,Delivery,Open,Franchise
OUT10692,Dunkin',Dunkin' - Chandigarh 5,Chandigarh,Chandigarh,248001.0,Mall,Coffee & Snacks,2023-09-28,171.0,17282.26,101.07,3.7,24.0,3.0,128857.94,Card,Takeaway,Renovation,Franchise
OUT10693,Starbucks,Starbucks - New Delhi 24,New Delhi,Delhi,110001.0,Drive-Thru,Sandwich,2025-11-24,88.0,26382.26,299.8,3.3,7.0,35.0,85536.56,Cash,Dine-in,Open,Company Owned
OUT10694,Wendy'S,Wendy's - Jaipur 32,Jaipur,Rajasthan,302001.0,High Street,Fried Chicken,2024-05-30,122.0,24544.43,201.18,4.4,9.0,16.0,28110.71,Cash,Takeaway,Open,Company Owned
OUT10695,Taco Bell,Taco Bell - Lucknow 8,Lucknow,Uttar Pradesh,201301.0,High Street,Pizza,2024-02-04,137.0,21758.61,158.82,3.8,8.0,30.0,60854.22,Wallet,Dine-in,Open,Franchise
OUT10696,Wendy'S,Wendy's - Bhopal 17,Bhopal,Madhya Pradesh,396210.0,Mall,Burger,2024-01-15,171.0,23304.0,136.28,4.3,28.0,31.0,70503.75,Wallet,Takeaway,Open,Company Owned
OUT10697,Taco Bell,Taco Bell - Daman 27,Daman,Dadra And Nagar Haveli And Daman And Diu,834001.0,Standalone,Coffee & Snacks,2023-11-24,139.0,14927.16,107.39,4.1,13.0,12.0,128998.86,UPI,Drive-thru,Closed,Franchise
OUT10698,Starbucks,Starbucks - Port Blair 22,Port Blair,Andaman And Nicobar Islands,396210.0,Food Court,Tacos,2025-01-29,248.0,3974.57,16.03,3.2,25.0,20.0,91967.17,UPI,Drive-thru,Renovation,Franchise
OUT10699,Domino'S,Domino's - Port Blair 11,Port Blair,Andaman And Nicobar Islands,248001.0,Drive-Thru,Burger,2024-04-13,134.0,21914.09,163.54,4.1,13.0,27.0,108757.44,Wallet,Dine-in,Closed,Company Owned
OUT10700,Dunkin',Dunkin' - Noida 19,Noida,Uttar Pradesh,226001.0,Drive-Thru,Donuts,2023-04-25,147.0,9082.37,61.78,3.7,25.0,20.0,46116.46,Cash,Takeaway,Open,Company Owned
OUT10701,Pizza Hut,Pizza Hut - Noida 22,Noida,Uttar Pradesh,226001.0,High Street,Sandwich,2023-06-25,140.0,21369.09,152.64,4.3,16.0,20.0,80410.29,Cash,Delivery,Open,Franchise
OUT10702,Starbucks,Starbucks - Faridabad 5,Faridabad,Haryana,751001.0,Drive-Thru,Donuts,2025-02-24,174.0,1213.86,6.98,3.9,13.0,34.0,72006.92,Cash,Delivery,Open,Franchise
OUT10703,Kfc,KFC - Patna 14,Patna,Bihar,834001.0,Food Court,Tacos,2025-05-09,200.0,24091.57,120.46,3.7,22.0,11.0,113007.41,Card,Delivery,Open,Franchise
OUT10704,Wendy'S,Wendy's - Bhubaneswar 10,Bhubaneswar,Odisha,797001.0,Drive-Thru,Tacos,2024-12-04,182.0,3552.84,19.52,3.6,8.0,25.0,136055.52,UPI,Takeaway,Closed,Franchise
OUT10705,Wendy'S,Wendy's - Faridabad 1,Faridabad,Haryana,171001.0,Drive-Thru,Sandwich,2024-03-25,117.0,10137.22,86.64,4.0,15.0,22.0,60308.26,UPI,Dine-in,Closed,Franchise
OUT10706,Taco Bell,Taco Bell - Thane 36,Thane,Maharashtra,422001.0,Drive-Thru,Unknown,2024-01-18,188.0,20514.55,109.12,4.0,23.0,8.0,60227.17,Cash,Drive-thru,Closed,Franchise
OUT10707,Wendy'S,Wendy's - Udaipur 31,Udaipur,Rajasthan,302001.0,Standalone,Burger,2023-12-07,163.0,14853.02,91.12,4.7,23.0,18.0,92087.14,Wallet,Drive-thru,Open,Franchise
OUT10708,Dunkin',Dunkin' - Aizawl 17,Aizawl,Mizoram,800001.0,Drive-Thru,Donuts,2024-05-05,271.0,17114.75,63.15,4.1,13.0,11.0,56923.35,Card,Dine-in,Open,Franchise
OUT10709,Dunkin',Dunkin' - Nashik 32,Nashik,Maharashtra,400001.0,Food Court,Tacos,2023-11-30,160.0,14501.92,90.64,3.8,10.0,20.0,110697.61,Card,Delivery,Open,Franchise
OUT10710,Wendy'S,Wendy's - Thiruvananthapuram 13,Thiruvananthapuram,Kerala,797001.0,Mall,Burger,2025-10-12,174.0,28407.38,163.26,4.4,26.0,10.0,80802.38,Cash,Drive-thru,Renovation,Company Owned
OUT10711,Burger King,Burger King - Dehradun 4,Dehradun,Uttarakhand,248001.0,High Street,Sandwich,2023-03-15,187.0,12601.54,67.39,4.1,5.0,7.0,115697.12,Wallet,Dine-in,Open,Company Owned
OUT10712,Taco Bell,Taco Bell - Port Blair 18,Port Blair,Andaman And Nicobar Islands,796001.0,Mall,Burger,2023-11-06,130.0,6660.14,51.23,3.8,29.0,32.0,43003.23,Wallet,Dine-in,Open,Franchise
OUT10713,Mcdonald'S,McDonald's - Hyderabad 14,Hyderabad,Telangana,500032.0,High Street,Pizza,2025-12-21,68.0,13119.92,192.94,4.2,30.0,20.0,99328.16,Card,Delivery,Open,Company Owned
OUT10714,Starbucks,Starbucks - Chandigarh 22,Chandigarh,Chandigarh,682001.0,Drive-Thru,Pizza,2024-07-04,169.0,17090.09,101.12,4.7,12.0,20.0,58368.74,Cash,Dine-in,Closed,Company Owned
OUT10715,Kfc,KFC - Lucknow 40,Lucknow,Uttar Pradesh,226001.0,Food Court,Burger,2025-08-17,94.0,18732.54,199.28,3.3,20.0,15.0,74528.31,Card,Delivery,Renovation,Company Owned
OUT10716,Pizza Hut,Pizza Hut - Chennai 39,Chennai,Tamil Nadu,600001.0,Food Court,Burger,2024-12-04,161.0,18711.77,116.22,4.7,14.0,25.0,76638.47,UPI,Dine-in,Open,Company Owned
OUT10717,Starbucks,Starbucks - Mysuru 32,Mysuru,Karnataka,570001.0,Drive-Thru,Burger,2024-07-02,191.0,9647.44,50.51,4.0,14.0,30.0,121156.19,Card,Drive-thru,Open,Franchise
OUT10718,Starbucks,Starbucks - Mumbai 20,Mumbai,Maharashtra,440001.0,Standalone,Fried Chicken,2025-03-08,215.0,19553.13,90.94,3.7,4.0,32.0,43811.89,Wallet,Drive-thru,Renovation,Company Owned
OUT10719,Kfc,KFC - Pune 9,Pune,Maharashtra,400601.0,Standalone,Coffee & Snacks,2025-05-18,217.0,24006.4,110.63,3.3,5.0,4.0,150235.06,Wallet,Drive-thru,Open,Franchise
OUT10720,Pizza Hut,Pizza Hut - Ahmedabad 23,Ahmedabad,Gujarat,380001.0,Food Court,Donuts,2024-08-24,119.0,8053.16,67.67,4.3,13.0,23.0,89675.11,Wallet,Drive-thru,Open,Company Owned
OUT10721,Starbucks,Starbucks - Jammu 4,Jammu,Jammu And Kashmir,799001.0,High Street,Sandwich,2023-06-10,196.0,16340.38,83.37,3.4,17.0,7.0,35549.84,Card,Dine-in,Renovation,Franchise
OUT10722,Mcdonald'S,McDonald's - Agartala 17,Agartala,Tripura,751001.0,High Street,Burger,2023-01-09,141.0,10070.62,71.42,4.3,11.0,13.0,99101.08,Card,Drive-thru,Open,Company Owned
OUT10723,Starbucks,Starbucks - Port Blair 2,Port Blair,Andaman And Nicobar Islands,799001.0,Drive-Thru,Fried Chicken,2024-01-21,187.0,11477.17,61.38,4.5,30.0,32.0,73093.61,Cash,Drive-thru,Open,Franchise
OUT10724,Dunkin',Dunkin' - Agartala 6,Agartala,Tripura,462001.0,Mall,Sandwich,2024-12-24,119.0,26836.37,225.52,4.0,13.0,21.0,128487.43,Card,Takeaway,Open,Company Owned
OUT10725,Wendy'S,Wendy's - Surat 6,Surat,Gujarat,380001.0,Drive-Thru,Fried Chicken,2024-12-21,131.0,5844.6,44.62,3.7,6.0,3.0,20934.47,UPI,Takeaway,Closed,Company Owned
OUT10726,Wendy'S,Wendy's - Chennai 37,Chennai,Tamil Nadu,600001.0,High Street,Pizza,2023-06-28,150.0,29746.25,198.31,4.5,18.0,26.0,29772.1,UPI,Delivery,Open,Company Owned
